id,genres,title,overview,keywords,popularity,cast,crew,production_companies,runtime,release_year
20533,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",Jonah Hex,"Gunslinger Jonah Hex (Josh Brolin) is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull (John Malkovich), a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child. Megan Fox plays a prostitute as well as Jonah Hex's love interst in the film.","['gunslinger', 'usa', 'dc comics', 'hell', 'facial scar', 'death', 'confederate', 'tomahawk']",22.581313,"Josh Brolin (Jonah Hex), John Malkovich (Turnbull), Megan Fox (Leila), Michael Fassbender (Burke), Will Arnett (Lieutenant Grass)",Jimmy Hayward,Warner Bros.,80.0,2010
10684,"['Drama', 'Thriller', 'Mystery', 'War']",Courage Under Fire,"A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....","['gulf war', 'pilot', 'u.s. army', 'praise', 'rescue mission', 'dead soldier', 'tank', 'medal']",12.971122,"Denzel Washington (Lieutenant Colonel Nathaniel Serling), Meg Ryan (Captain Karen Emma Walden), Lou Diamond Phillips (Staff Sergeant John Monfriez), Matt Damon (Ilario), Michael Moriarty (Brigadier General Hershberg)",Edward Zwick,Fox 2000 Pictures,117.0,1996
1624,['Comedy'],Liar Liar,"Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.","['california', 'workaholic', 'birthday', 'lie', 'pregnancy and birth', 'wish', '1990s']",26.721386,"Jim Carrey (Fletcher Reede), Maura Tierney (Audrey Reede), Cary Elwes (Jerry), Jennifer Tilly (Samantha Cole), Swoosie Kurtz (Dana Appleton)",Tom Shadyac,"Imagine Entertainment, Universal Pictures",86.0,1997
325789,"['Crime', 'Drama', 'Thriller']",The Infiltrator,A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,"['undercover', 'biography', 'drug', 'drug lord']",24.672234,"Bryan Cranston (Robert Mazur), Diane Kruger (Kathy Ertz), John Leguizamo (Emir Abreu), Daniel Mays (Frankie), Benjamin Bratt (Roberto Alcaino)",Brad Furman,Good Films,127.0,2016
113464,"['Drama', 'History', 'War']",Inchon,A noisy and absurd re-telling of the great 1950 invasion of Inchon during the Korean War which was masterminded by General Douglas MacArthur.,[],0.146783,"Laurence Olivier (Gen. Douglas MacArthur), Jacqueline Bisset (Barbara Hallsworth), Ben Gazzara (Maj. Frank Hallsworth), Toshirō Mifune (Saito-San), Richard Roundtree (Sgt. Augustus Henderson)",Terence Young,"Metro-Goldwyn-Mayer (MGM), Unification Church, One Way Productions",140.0,1981
888,"['Fantasy', 'Comedy', 'Family']",The Flintstones,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,"['manager', 'jealousy', 'bad mother-in-law', 'adoption', ""family's daily life"", 'stone age', 'plan', 'friendship', 'best friend', 'dinosaur']",28.964162,"John Goodman (Fred Flintstone), Elizabeth Perkins (Wilma Flintstone), Rick Moranis (Barney Rubble), Rosie O'Donnell (Betty Rubble), Kyle MacLachlan (Cliff Vandercave)",Brian Levant,"Universal Pictures, Amblin Entertainment, Hanna-Barbera Productions",91.0,1994
82675,"['Action', 'Crime', 'Thriller']",Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.","['kidnapping', 'turkey', 'police chase', 'bag over head', 'violence', 'fbi agent', 'teenage daughter', 'stealing a car', 'ex-husband ex-wife relationship', 'albanian', 'u.s. embassy', 'killed in an elevator', 'security guard killed']",49.353524,"Liam Neeson (Bryan Mills), Maggie Grace (Kim), Famke Janssen (Lenore), Rade Serbedzija (Murad), Luke Grimes (Jamie)",Olivier Megaton,"Twentieth Century Fox Film Corporation, M6 Films, Canal+",91.0,2012
4256,['Comedy'],Scary Movie 3,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",['horror spoof'],36.585509,"Pamela Anderson (Becca), Jenny McCarthy (Kate), Marny Eng (Tabitha), Charlie Sheen (Tom), Simon Rex (George)",David Zucker,"Dimension Films, Brad Grey Pictures",84.0,2003
1493,"['Comedy', 'Crime', 'Action']",Miss Congeniality,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.","['undercover agent', 'beauty contest', 'terrorism']",32.624355,"Sandra Bullock (Gracie Hart), Benjamin Bratt (Eric Matthews), Michael Caine (Victor Melling), Candice Bergen (Kathy Morningside), William Shatner (Stan Fields)",Donald Petrie,"Village Roadshow Pictures, Castle Rock Entertainment, NPV Entertainment",111.0,2000
88751,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']",Journey to the Center of the Earth,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.","['volcano', 'prehistoric', 'dinosaur', 'prehistoric creature', '3d']",53.090422,"Brendan Fraser (Trevor Anderson), Josh Hutcherson (Sean Anderson), Anita Briem (Hannah Ásgeirsson), Seth Meyers (Professor Alan Kitzens), Jean Michel Paré (Max Anderson)",Eric Brevig,"New Line Cinema, Walden Media",93.0,2008
11130,"['Comedy', 'Drama', 'Family', 'Romance']",The Princess Diaries 2: Royal Engagement,"Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the crown as queen earlier than expected...","['coronation', 'duty', 'marriage', 'falling in love']",30.002907,"Anne Hathaway (Mia Thermopolis), Julie Andrews (Queen Clarisse Renaldi), Héctor Elizondo (Joe), John Rhys-Davies (Viscount Mabrey), Heather Matarazzo (Lilly Moscovitz)",Garry Marshall,Walt Disney Pictures,113.0,2004
9944,"['Drama', 'Mystery', 'Thriller', 'Crime']",The Pelican Brief,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,"['judge', 'professor', 'mission of murder', 'supreme court']",17.923254,"Julia Roberts (Darby Shaw), Denzel Washington (Gray Grantham), Sam Shepard (Thomas Callahan), William Atherton (Bob Gminski), John Lithgow (Smith Keen)",Alan J. Pakula,Warner Bros.,141.0,1993
10731,"['Drama', 'Thriller', 'Crime', 'Mystery']",The Client,"A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.","['suicide', 'brother brother relationship', 'witness protection', 'principal witness ', 'brother', 'investigation', 'search for witnesses', 'lawyer', 'gangster']",17.746719,"Susan Sarandon (Regina ""Reggie"" Love), Tommy Lee Jones ('Reverend' Roy Foltrigg), Mary-Louise Parker (Dianne Sway), Anthony LaPaglia (Barry 'The Blade' Muldano), Bradley Whitford (Thomas Fink)",Joel Schumacher,"Regency Enterprises, Alcor Films, Warner Bros.",119.0,1994
7350,"['Drama', 'Comedy']",The Bucket List,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.","['africa', 'himalaya', 'brain tumor', 'wife husband relationship', 'sense of life', 'male friendship', 'safari', 'dying and death', 'wish', 'journey round the world', 'terminal illness', 'billionaire', 'father daughter relationship', 'estranged father', 'elderly', 'bucket list', 'taj mahal']",31.305336,"Jack Nicholson (Edward Periman Cole), Morgan Freeman (Carter Chambers), Sean Hayes (Thomas), Beverly Todd (Virginia Chambers), Alfonso Freeman (Roger Chambers)",Rob Reiner,"Two Ton Films, Zadan / Meron Productions, Reiner / Greisman Productions",97.0,2007
9869,"['Drama', 'Action', 'Thriller', 'Crime']",Patriot Games,"When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets Jack and his family as revenge.","['assassination', 'assassin', 'repayment', 'ira', 'jack ryan']",19.637704,"Harrison Ford (Jack Ryan), Anne Archer (Dr. Caroline ""Cathy"" Ryan), Patrick Bergin (Kevin O'Donnell), Thora Birch (Sally Ryan), James Fox (Lord William Holmes)",Phillip Noyce,"Paramount Pictures, Mace Neufeld Productions",117.0,1992
4379,"['Romance', 'Comedy']",Monster-in-Law,"Office temp Charlotte Cantilini thinks she's found Mr. Right when she starts dating gorgeous surgeon Dr. Kevin Fields. But there's a problem standing in the way of everlasting bliss: Kevin's overbearing and controlling mother, Viola. Fearing she'll lose her son's affections forever, Viola decides to break up the happy couple by becoming the world's worst mother-in-law.","['bad mother-in-law', 'surgeon', 'dogsitter', 'falling in love']",10.411996,"Jennifer Lopez (Charlie Cantillini), Jane Fonda (Viola Fields), Michael Vartan (Kevin Fields), Wanda Sykes (Ruby), Adam Scott (Remy)",Robert Luketic,"New Line Cinema, Spring Creek Productions, BenderSpink",101.0,2005
146233,"['Drama', 'Thriller', 'Crime']",Prisoners,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?","['pennsylvania', 'kidnapping', 'maze', 'vigilante', 'rural setting', 'candlelight vigil']",88.496873,"Hugh Jackman (Keller Dover), Jake Gyllenhaal (Detective Loki), Paul Dano (Alex Jones), Maria Bello (Grace Dover), Melissa Leo (Holly Jones)",Denis Villeneuve,"Alcon Entertainment, Madhouse Entertainment, 8:38 Productions",153.0,2013
2034,"['Action', 'Crime', 'Drama', 'Thriller']",Training Day,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.","['police brutality', 'war on drugs', 'drug traffic', 'drug dealer', 'los angeles', 'gang member', 'mexican american', 'barrio', 'cholo']",52.081131,"Denzel Washington (Alonzo Harris), Ethan Hawke (Jake Hoyt), Scott Glenn (Roger), Tom Berenger (Stan Gursky), Harris Yulin (Doug Rosselli)",Antoine Fuqua,"Village Roadshow Pictures, NPV Entertainment, Warner Bros.",122.0,2001
926,"['Comedy', 'Family', 'Science Fiction']",Galaxy Quest,"The stars of a 1970s sci-fi show - now scraping a living through re-runs and sci-fi conventions - are beamed aboard an alien spacecraft. Believing the cast's heroic on-screen dramas are historical documents of real-life adventures, the band of aliens turn to the ailing celebrities for help in their quest to overcome the oppressive regime in their solar system.","['space battle', 'spaceship', 'spoof', 'fictional tv show']",30.816341,"Tim Allen (Jason Nesmith), Sigourney Weaver (Gwen DeMarco), Alan Rickman (Alexander Dane), Tony Shalhoub (Fred Kwan), Sam Rockwell (Guy Fleegman)",Dean Parisot,"DreamWorks SKG, Gran Via Productions",102.0,1999
4248,['Comedy'],Scary Movie 2,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.","['sex', 'exorcism', 'secret door']",35.376971,"Anna Faris (Cindy Campbell), Marlon Wayans (Shorty Meeks), James DeBello (Tommy), Shawn Wayans (Ray Wilkins), David Cross (Dwight Hartman)",Keenen Ivory Wayans,"Gold/Miller Productions, Wayans Bros. Entertainment, Dimension Films",83.0,2001
64328,"['Comedy', 'Family', 'Music']",The Muppets,"When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet roommate, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.","['musical', 'the muppets', 'robot', 'oil tycoon', 'studio tour', 'duringcreditsstinger']",17.047276,"Amy Adams (Mary), Jason Segel (Gary), Emily Blunt (Miss Piggy's Receptionist), John Krasinski (John Krasinski), Zach Galifianakis (Hobo Joe)",James Bobin,Walt Disney Pictures,103.0,2011
36647,"['Horror', 'Action']",Blade,"When Blade's mother was bitten by a vampire during pregnancy, she did not know that she gave her son a special gift while dying: All the good vampire attributes in combination with the best human skills. Blade and his mentor Whistler battle an evil vampire rebel (Deacon Frost) who plans to take over the outdated vampire council, capture Blade and resurrect voracious blood god La Magra.","['suicide', 'hero', 'vampire', 'bite', 'fistfight', 'supernatural', 'vampire hunter', 'superhero', 'rivalry', 'tragic hero', 'good vs evil', 'one man army', 'extreme violence', 'martial arts master', 'scientist', 'violence', 'disarming someone', 'blade', 'machine gun', 'english subtitles in original', 'hypodermic needle', 'microscope', 'secret headquarters', 'bullet dodging', 'bullet time', 'kicked in the groin', 'x rayed skeleton', 'mouth guard', 'escapade', 'imaginary', 'deadly', 'master warrior', 'supernatural ability', 'fang vamp']",43.815492,"Wesley Snipes (Blade), Stephen Dorff (Deacon Frost), Kris Kristofferson (Whistler), N'Bushe Wright (Karen), Donal Logue (Quinn)",Stephen Norrington,"New Line Cinema, Amen Ra Films, Imaginary Forces",120.0,1998
7214,['Drama'],Coach Carter,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.","['black people', 'autoritian education', 'sport', 'high school', 'scholarship', 'basketball', 'violence in schools', 'teacher', 'teachers and students']",23.234651,"Samuel L. Jackson (Ken Carter), Rob Brown (Kenyon Stone), Robert Ri'chard (Damien Carter), Rick Gonzalez (Timo Cruz), Channing Tatum (Jason Lyle)",Thomas Carter,"Paramount Pictures, MTV Films, Tollin/Robbins Productions",136.0,2005
1537,"['Action', 'Adventure', 'Crime', 'Thriller']",Changing Lanes,"A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.","['new york', 'custody battle', 'suspense', 'lawyer']",17.270539,"Ben Affleck (Gavin Banek), Samuel L. Jackson (Doyle Gipson), Kim Staunton (Valerie Gipson), Toni Collette (Michelle), Sydney Pollack (Stephen Delano)",Roger Michell,Paramount Pictures,89.0,2002
9360,"['Adventure', 'Horror', 'Thriller']",Anaconda,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.","['amazon', 'jungle', 'anaconda', 'film crew', 'killer snake', 'river boat', 'amazon river', 'animal horror']",27.684779,"Jennifer Lopez (Terri Flores), Ice Cube (Danny Rich), Jon Voight (Paul Sarone), Eric Stoltz (Dr. Steven Cale), Owen Wilson (Gary Dixon)",Luis Llosa,"Columbia Pictures Corporation, Middle Fork Productions, Iguana Producciones",89.0,1997
6282,['Comedy'],Coyote Ugly,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl.","['bar', 'musical', 'beautiful woman']",26.79781,"Piper Perabo (Violet Sanford), Adam Garcia (Kevin O'Donnell), John Goodman (Bill), Izabella Miko (Cammie), Tyra Banks (Zoe)",David McNally,"Jerry Bruckheimer Films, Touchstone Pictures",100.0,2000
508,"['Comedy', 'Romance', 'Drama']",Love Actually,Follows seemingly unrelated people as their lives begin to intertwine while they fall in – and out – of love. Affections languish and develop as Christmas draws near.,"['london england', 'male nudity', 'female nudity', 'love at first sight', 'usa president', 'marseille', 'office', 'christmas party', 'marriage proposal', 'bars and restaurants', 'press conference', 'language barrier', 'prime minister', 'rock star', 'tv show', 'metal detector', 'war on terror', 'school performance', 'multiple storylines']",37.073127,"Keira Knightley (Juliet), Heike Makatsch (Mia), Emma Thompson (Karen), Laura Linney (Sarah), Hugh Grant (The Prime Minister)",Richard Curtis,"Universal Pictures, DNA Films, StudioCanal",135.0,2003
9487,"['Adventure', 'Animation', 'Comedy', 'Family']",A Bug's Life,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.","['winter', 'fight', 'ant', 'invention', 'collector', 'ant-hill', 'kids and family', 'grass', 'duringcreditsstinger']",87.350802,"Kevin Spacey (Hopper (voice)), Julia Louis-Dreyfus (Atta (voice)), Hayden Panettiere (Dot (voice)), Phyllis Diller (Queen (voice)), Bonnie Hunt (Rosie (voice))","Andrew Stanton, John Lasseter","Walt Disney Pictures, Pixar Animation Studios",95.0,1998
768,"['Horror', 'Mystery', 'Thriller']",From Hell,Frederick Abberline is an opium-huffing inspector from Scotland Yard who falls for one of Jack the Ripper's prostitute targets in this Hughes brothers adaption of a graphic novel that posits the Ripper's true identity.,"['loss of family', 'drug addiction', 'jack the ripper']",26.134678,"Johnny Depp (Inspector Frederick Abberline), Heather Graham (Mary Kelly), Ian Holm (Sir William Gull), Robbie Coltrane (Sergeant Peter Godley), Ian Richardson (Sir Charles Warren)","Albert Hughes, Allen Hughes","Twentieth Century Fox Film Corporation, Underworld Entertainment",122.0,2001
2636,"['Action', 'Thriller']",The Specialist,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.","['explosive', 'revenge', 'explosives expert']",16.582709,"Sylvester Stallone (Ray Quick), Sharon Stone (May Munro), James Woods (Ned Trent), Rod Steiger (Joe Leon), Eric Roberts (Tomas Leon)",Luis Llosa,"Jerry Weintraub Productions, Warner Bros., Iguana Producciones",110.0,1994
10478,"['Comedy', 'Drama', 'Romance']",Tin Cup,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.,"['lover (female)', 'golf', 'man-woman relation', 'sport', 'woman between two men']",10.731574,"Kevin Costner (Roy 'Tin Cup' McAvoy), Don Johnson (David Simms), Cheech Marin (Romeo Posar), George Perez (Jose), Rene Russo (Dr. Molly Griswold)",Ron Shelton,"Regency Enterprises, Warner Bros.",135.0,1996
27983,"['Comedy', 'Drama', 'Family']","Yours, Mine and Ours","When a widower with 10 children marries a widow with 8, can the 20 of them ever come together as one big happy family?","['nurse', 'widow', 'children', 'parent', 'sibling']",2.094151,"Lucille Ball (Helen North), Henry Fonda (Frank Beardley), Van Johnson (Warrant Officer Darrel Harrison), Tom Bosley (Family Doctor), Louise Troy (Madeleine Love)",Melville Shavelson,"Desilu Productions, Walden Productions",111.0,1968
9981,"['Romance', 'Comedy', 'Family']",Kicking & Screaming,"Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But with becoming the coach of The Soccers, an already successful soccer team, everything changes.","['father son relationship', 'generations confilct', 'sport', 'amateur soccer', 'soccer coach']",8.99269,"Will Ferrell (Phil Weston), Robert Duvall (Buck Weston), Kate Walsh (Barbara Weston), Musetta Vander (Janice Weston), Josh Hutcherson (Bucky Weston)",Jesse Dylan,Universal Pictures,95.0,2005
7453,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",The Hitchhiker's Guide to the Galaxy,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""","['bureaucracy', 'england', 'dolphin', 'android', 'based on novel', 'chase', 'space travel', 'galaxy', 'spaceship', 'alien', 'stop motion', 'survival', 'hitchhiker', 'robot', 'alien invasion', 'everyman', 'hyperspace', 'meaning of life', 'based on radio show', 'alien attack', 'bathrobe', 'destruction of earth', 'intergalactic travel', 'islington england', 'talking robot']",51.742065,"Martin Freeman (Arthur Dent), Zooey Deschanel (Trillian), Sam Rockwell (Zaphod Beeblebrox), Yasiin Bey (Ford Prefect), John Malkovich (Humma Kavula)",Garth Jennings,"Spyglass Entertainment, Everyman Pictures, Hammer & Tongs",109.0,2005
15045,"['Comedy', 'Drama', 'Family']",Fat Albert,"An obese boy named Fat Albert and his friends Rudy, Mushmouth, Bill, Dumb Donald, Russell, and Weird Harold, pulls into trouble when they ""fall"" out of their TV world into the real world, where Fat Albert tries to help a young girl, Doris, make friends.",[],7.157635,"Kenan Thompson (Fat Albert), Shedrack Anderson III (Rudy), Jermaine Williams (MushMouth), Keith Robinson (Bill), Alphonso McAuley (Bucky)",Joel Zwick,"Twentieth Century Fox Film Corporation, Davis Entertainment, Culver Studios",93.0,2004
7737,"['Horror', 'Action', 'Science Fiction']",Resident Evil: Extinction,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.","['clone', 'mutant', 'post-apocalyptic', 'dystopia', 'conspiracy', 'evil corporation', 'zombie', 'based on video game']",12.06538,"Milla Jovovich (Alice), Oded Fehr (Carlos Olivera), Ali Larter (Claire Redfield), Iain Glen (Dr. Isaacs), Mike Epps (L.J.)",Russell Mulcahy,"Impact Pictures, Davis-Films, Constantin Film Produktion",94.0,2007
232672,['Comedy'],Blended,"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attractions grows as their respective kids benefit from the burgeoning relationship.","['africa', 'blind date', 'relationship', 'family vacation', 'family']",44.120328,"Drew Barrymore (Lauren), Adam Sandler (Jim), Wendi McLendon-Covey (Jen), Bella Thorne (Hilary), Terry Crews (Nickens)",Frank Coraci,"Happy Madison Productions, Karz Entertainment, Warner Bros.",117.0,2014
17379,"['Adventure', 'Comedy', 'Drama']",Last Holiday,"After she's diagnosed with a terminal illness, a shy woman decides to take a European vacation.",[],6.156015,"Queen Latifah (Georgia Byrd), LL Cool J (Sean Matthews), Timothy Hutton (Matthew Kragen), Giancarlo Esposito (Senator Dillings), Alicia Witt (Ms. Buns)",Wayne Wang,Paramount Pictures,112.0,2006
8987,"['Action', 'Adventure', 'Crime', 'Thriller']",The River Wild,"While on a family vacation,  rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.","['river', 'robber', 'boston', 'bank robber', 'marriage crisis', 'hostage-taking', 'rafting', 'criminal', 'white water rafting']",12.362876,"Meryl Streep (Gail Hartman), David Strathairn (Tom Hartman), Kevin Bacon (Wade), Benjamin Bratt (Ranger Johnny), John C. Reilly (Terry)",Curtis Hanson,"Universal Pictures, David Foster Productions, Turman-Foster Company",111.0,1994
11359,"['Adventure', 'Family', 'Fantasy']",The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,"['cupboard', 'games', 'puppet', 'parallel world', 'toy comes to life']",11.095914,"Hal Scardino (Omri), Litefoot (Little Bear), Lindsay Crouse (Jane), Richard Jenkins (Victor), Rishi Bhat (Patrick)",Frank Oz,"Paramount Pictures, Columbia Pictures Corporation, The Kennedy/Marshall Company",96.0,1995
82525,"['Crime', 'Drama', 'Thriller']",Savages,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,"['widow', 'american abroad', 'eye gouging', 'dea agent', 'shot in the shoulder', 'gun in mouth', 'filmed killing', 'southern california', 'improvised explosive device', 'surrogate daughter', 'shot in the throat', 'laguna beach california', 'enforcer', 'gardner', 'skull mask', 'dea']",31.856589,"Blake Lively (Ophelia ""O"" Sage), Taylor Kitsch (Chon), Aaron Taylor-Johnson (Ben), Benicio del Toro (Lado), Salma Hayek (Elena)",Oliver Stone,"Ixtlan, Relativity Media, Onda Entertainment",131.0,2012
9759,"['Action', 'Adventure', 'Crime', 'Thriller']",Cellular,A young man receives an emergency phone call on his cell phone from an older woman. She claims to have been kidnapped – and the kidnappers have targeted her husband and child next.,"['bank', 'mobile phone', 'telephone', 'weapon', 'police', 'duringcreditsstinger']",24.459948,"Chris Evans (Ryan Hewitt), Kim Basinger (Jessica Martin), Jason Statham (Ethan), Jessica Biel (Chloe), William H. Macy (Sgt. Bob Mooney)",David R. Ellis,New Line Cinema,94.0,2004
9486,"['Adventure', 'Action', 'Comedy']",Johnny English,Rowan plays the eponymous lead character in a spoof spy thriller. During the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot.,"['spy', 'hero', 'queen', 'intelligence', 'coronation', 'funeral', 'secret agent', 'queen elisabeth ii', 'weapon', 'spoof', 'explosion', 'agent', 'pen', 'duringcreditsstinger']",28.029015,"Rowan Atkinson (Johnny English), John Malkovich (Pascal Sauvage, the Greedy Frenchman), Natalie Imbruglia (Lorna Campbell), Tasha de Vasconcelos (Countess Alexandra - Exotic Woman), Ben Miller (Bough, English's Sidekick)",Peter Howitt,"Universal Pictures, StudioCanal",88.0,2003
9906,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",The Ant Bully,"Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.","['ant', 'child hero', 'shrinking', 'ant-hill', 'children']",20.239061,"Julia Roberts (Hova), Meryl Streep (Queen), Nicolas Cage (Zoc), Paul Giamatti (Stan Beals), Bruce Campbell (Fugax)",John A. Davis,"Playtone, Warner Bros., Legendary Entertainment",88.0,2006
841,"['Action', 'Science Fiction', 'Adventure']",Dune,"In the year 10,191, the world is at war for control of the desert planet Dune – the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.","['prophecy', 'witch', 'monster', 'telepathy', 'atomic bomb', 'space marine', 'emperor', 'mutation', 'insurgence', 'space travel', 'guild', 'duke', 'water', 'chosen one', 'dystopia', 'jihad', 'spice', 'war', 'messiah', 'denunciation']",25.876582,"Kyle MacLachlan (Paul Atreides), Francesca Annis (Lady Jessica Atreides), Leonardo Cimino (The Baron's Doctor), Brad Dourif (Piter De Vries), José Ferrer (Padishah Emperor Shaddam IV)",David Lynch,Dino De Laurentiis Company,137.0,1984
4688,"['Adventure', 'Drama', 'Music', 'Romance']",Across the Universe,"Musical based on The Beatles songbook and set in the 60s England, America, and Vietnam. The love story of Lucy and Jude is intertwined with the anti-war movement and social protests of the 60s.","['riot', 'protest', 'musical', 'music', 'cultural difference', 'university', 'fantasy sequence', 'anti war', 'police arrest', 'march', 'woman director', '1960s']",11.872841,"Evan Rachel Wood (Lucy Carrigan), Jim Sturgess (Jude), Joe Anderson (Max Carrigan), Dana Fuchs (Sadie), Martin Luther (Jo-Jo)",Julie Taymor,"Revolution Studios, Team Todd",133.0,2007
4148,"['Drama', 'Romance']",Revolutionary Road,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,"['adultery', 'jealousy', 'infidelity', 'career', 'marriage crisis', 'connecticut']",20.360549,"Leonardo DiCaprio (Frank Wheeler), Kate Winslet (April Wheeler), Michael Shannon (John Givings), Kathryn Hahn (Milly Campbell), David Harbour (Shep Campbell)",Sam Mendes,"DreamWorks SKG, Scott Rudin Productions, BBC Films",119.0,2008
